Omzet_Bulanan_Juta_Rp,Laba_Bersih_Bulanan_Juta_Rp,Jumlah_Karyawan,Total_Aset_Juta_Rp,Pencatatan_Keuangan_1_3,Tingkat_Digitalisasi_1_4
29.85,4.59,3,54.88,2,3
4.9,1.21,1,9.54,1,1
1.15,0.04,1,5.74,2,1
2.1,0.31,1,7.48,1,1
3.37,0.53,1,2.95,1,1
18.45,5.04,2,14.3,3,3
35.54,9.19,3,87.61,2,2
13.8,2.1,2,32.97,2,3
33.21,5.99,2,54.27,3,2
18.05,4.34,2,82.89,3,2
2.51,0.18,1,2.37,1,1
26.25,3.97,1,64.3,2,2
141.28,47.13,9,183.94,3,4
34.76,6.27,1,95.22,2,2
57.64,23.0,10,189.39,3,3
17.99,5.33,3,24.49,2,3
119.97,24.73,7,112.38,2,3
3.25,0.18,1,6.43,1,1
1.21,0.14,1,1.47,1,1
0.63,0.05,1,5.17,1,1
4.48,1.02,1,1.85,1,1
23.85,6.84,3,35.14,3,3
1.19,0.29,1,9.49,1,1
15.82,2.94,2,17.46,2,3
112.79,31.2,10,369.38,3,3
5.85,0.51,1,3.82,1,2
26.01,5.92,3,17.63,3,2
133.96,40.69,7,151.47,3,3
6.69,-0.58,1,6.94,1,2
34.89,7.57,3,26.9,2,2
2.22,0.29,1,6.78,1,2
6.07,-0.29,1,2.5,2,2
2.0,-0.05,1,1.66,1,1
21.38,5.58,1,57.82,3,2
2.25,0.29,1,2.05,2,2
19.99,4.92,3,23.26,1,2
28.07,5.79,1,92.29,2,3
1.06,-0.06,1,1.41,1,2
31.1,4.99,1,14.54,2,2
4.58,-0.12,1,8.3,1,2
11.48,3.37,2,87.88,2,3
3.42,0.81,1,6.58,1,1
35.51,9.02,2,68.96,2,3
5.68,0.68,1,3.65,1,1
0.74,0.06,1,4.52,1,1
33.38,7.44,1,18.12,2,2
1.25,0.01,1,9.34,1,1
31.14,6.94,1,33.17,3,2
34.06,9.84,2,14.42,3,2
4.88,0.75,1,3.34,1,1
13.49,3.71,2,17.5,2,2
30.62,5.32,3,37.74,2,3
6.89,0.19,1,2.51,1,2
39.43,8.88,2,47.49,2,3
2.17,0.13,1,8.48,1,1
26.8,4.77,2,74.07,2,2
23.86,5.06,1,83.24,2,2
3.42,0.63,1,9.04,1,1
11.96,2.28,2,86.22,2,2
18.63,4.58,2,43.92,2,2
0.91,0.02,1,8.23,1,1
3.34,0.81,1,4.52,1,1
25.47,4.69,3,27.11,2,3
1.04,0.13,1,9.51,1,1
23.15,5.54,3,27.47,2,3
3.13,0.43,1,7.67,1,1
33.89,9.13,3,53.16,2,2
28.76,7.42,3,16.67,2,3
152.66,60.37,8,155.61,3,4
2.28,0.31,1,1.92,1,1
10.03,1.78,1,96.44,3,3
32.32,5.96,1,94.6,1,2
4.33,0.48,1,9.22,1,1
0.55,0.07,1,9.72,1,1
3.9,0.69,1,2.66,1,1
6.25,0.23,1,3.26,1,1
34.64,6.77,1,44.75,3,2
9.58,2.38,2,34.71,1,3
16.23,3.74,2,96.23,2,2
0.76,0.07,1,2.32,1,2
95.02,24.09,4,204.62,3,4
145.09,47.84,8,329.1,3,3
92.87,31.06,5,207.18,3,4
73.71,25.13,8,358.47,3,4
6.46,0.11,1,3.02,1,2
31.18,8.19,1,93.06,2,2
38.27,11.18,3,17.79,2,2
2.33,0.05,1,1.92,1,1
46.5,10.85,9,453.11,3,4
7.67,1.97,2,73.02,2,2
0.62,0.09,1,6.55,2,1
81.71,31.24,3,467.19,2,3
44.32,11.72,10,160.55,3,3
96.43,36.89,8,188.3,3,4
11.15,2.41,3,41.61,2,3
1.26,0.06,1,6.0,1,1
6.18,0.2,1,3.2,1,2
5.05,-0.43,1,3.91,1,1
34.73,8.95,1,64.71,2,2
4.2,0.65,1,8.03,1,2
148.83,55.58,5,151.85,3,3
17.7,3.07,2,83.23,2,3
1.71,0.21,1,5.76,1,1
39.55,11.72,1,18.06,2,3
2.77,0.34,1,7.92,1,1
27.66,6.97,1,40.65,3,2
36.27,10.66,2,56.36,3,3
1.31,0.09,1,9.05,1,1
4.98,0.04,1,1.59,1,2
7.79,1.48,1,25.95,3,2
5.26,0.8,1,1.34,1,1
6.84,1.47,1,5.13,1,1
19.4,4.32,2,41.23,2,3
30.91,7.25,3,17.26,2,3
33.52,5.99,1,11.47,2,3
84.39,26.99,8,319.33,3,3
4.15,0.14,1,9.67,1,1
22.69,3.49,3,87.28,2,2
1.26,0.19,1,8.29,1,1
5.55,0.55,1,2.31,1,1
5.51,0.85,1,8.75,1,1
1.48,-0.13,1,1.57,1,1
4.63,0.0,1,3.23,1,2
145.42,30.83,3,262.31,2,4
5.37,0.74,1,8.81,1,1
31.45,6.35,3,45.54,1,3
0.68,0.08,1,8.58,1,1
11.01,1.79,1,43.09,2,2
1.64,-0.03,1,6.55,1,1
117.98,38.21,5,409.62,3,4
29.13,7.38,3,41.65,2,2
1.36,0.33,1,3.35,1,1
5.77,0.93,1,9.43,1,1
4.01,0.01,1,5.15,1,2
6.66,1.3,1,2.24,1,2
15.2,4.54,3,94.13,1,3
13.26,2.33,3,83.43,2,3
105.77,27.38,6,273.85,3,3
4.1,-0.16,1,5.78,1,1
4.87,1.04,1,9.27,1,1
76.77,28.66,9,195.73,3,4
4.36,-0.38,1,8.11,1,2
33.06,8.32,1,34.72,2,2
1.6,-0.03,1,9.9,1,1
36.19,10.17,3,51.99,3,3
109.18,37.65,10,232.56,3,4
87.49,30.54,4,208.33,3,4
103.35,37.43,10,197.4,2,4
33.38,9.89,3,28.58,3,2
84.11,33.49,6,458.15,2,3
74.8,21.25,5,132.76,3,3
1.98,0.17,1,9.56,1,1
8.62,2.09,3,63.88,2,3
5.33,0.42,1,2.12,1,1
2.75,0.36,1,8.75,1,2
16.55,3.76,3,98.35,2,2
3.02,0.02,1,4.95,2,1
1.38,0.15,1,3.83,1,1
4.93,-0.25,1,3.96,1,1
6.46,0.07,1,2.07,1,2
2.18,-0.14,1,3.54,1,1
2.0,-0.0,1,8.38,2,1
3.37,0.78,1,5.02,2,1
5.64,-0.13,1,9.12,2,1
15.08,3.34,1,18.49,1,3
49.2,17.18,10,379.87,3,4
3.96,0.5,1,9.65,1,2
76.34,20.01,8,331.16,3,4
0.99,0.04,1,7.44,1,1
1.13,0.02,1,4.31,2,1
6.83,1.07,1,7.67,1,1
118.86,44.27,8,301.01,3,4
15.78,3.13,3,34.13,2,2
39.99,6.59,2,93.03,2,2
2.83,0.51,1,4.57,2,1
123.7,39.22,7,276.83,2,4
6.1,0.57,1,7.62,1,2
3.14,0.34,1,3.27,1,2
139.63,55.03,3,497.92,3,3
2.79,0.48,1,6.97,1,1
4.33,1.06,1,6.58,1,1
37.8,8.87,1,16.85,2,2
24.25,3.88,2,34.18,2,3
130.81,49.2,5,102.09,2,3
28.18,6.92,2,49.93,2,3
39.81,7.51,2,22.78,2,2
120.21,30.51,5,449.23,3,3
24.04,5.4,1,12.27,2,2
128.94,36.54,10,206.78,3,3
3.44,0.83,1,6.47,1,2
39.42,10.48,2,41.35,2,3
37.65,11.17,3,70.53,3,2
27.2,8.09,2,22.45,1,3
14.82,3.08,3,94.05,2,3
4.1,-0.01,1,5.94,1,2
32.53,9.47,1,69.93,2,3
34.24,5.55,3,74.87,3,3
5.94,-0.46,1,1.51,2,1
6.98,0.94,1,1.05,1,1
5.83,-0.49,1,3.34,1,1
125.01,49.09,4,319.07,2,3
18.73,5.41,2,68.02,2,3
26.0,4.11,1,84.26,2,3
4.29,0.15,1,8.0,2,1
6.97,0.14,1,8.44,1,1
42.72,9.73,10,219.55,3,4
4.35,1.01,1,5.7,1,1
13.05,2.31,3,99.92,2,3
2.48,0.16,1,4.63,1,1
8.63,2.45,1,49.43,3,2
15.98,4.15,1,39.45,2,3
0.52,-0.04,1,6.89,1,1
31.19,8.28,1,30.79,2,3
141.21,55.47,3,362.14,3,3
36.51,7.44,2,27.52,2,2
2.54,0.39,1,8.97,2,1
24.59,6.25,2,27.72,3,2
36.36,10.44,3,40.83,2,3
22.0,4.83,3,68.72,2,2
2.29,0.2,1,4.29,1,2
4.86,0.84,1,9.88,1,1
36.54,9.51,2,56.74,1,2
7.73,1.73,1,84.5,1,2
14.83,4.38,1,56.38,2,2
6.83,-0.51,1,3.24,1,2
17.99,3.72,3,11.84,1,2
33.59,9.68,2,88.55,3,3
17.24,4.87,2,11.01,3,2
20.1,5.93,3,53.94,2,3
1.76,0.43,1,3.92,1,1
31.12,5.88,2,34.2,2,2
5.84,0.28,1,7.13,1,2
151.76,56.29,7,248.21,2,3
81.61,17.64,3,304.68,3,4
139.55,33.28,4,351.35,2,3
17.49,4.07,1,53.0,2,2
1.21,-0.06,1,9.95,1,1
36.85,8.23,2,17.4,3,2
35.05,6.6,1,26.7,2,2
1.04,0.02,1,9.0,1,1
39.24,8.2,1,25.25,2,2
4.09,-0.17,1,2.34,1,1
5.02,0.59,1,3.64,1,1
18.33,4.27,1,80.35,2,2
12.69,2.75,3,48.46,2,2
4.75,0.27,1,9.22,1,2
39.3,10.46,3,50.28,3,2
130.32,47.56,5,498.36,2,4
108.32,24.96,6,430.92,3,4
1.98,0.2,1,9.96,1,1
6.59,-0.4,1,5.13,1,1
27.31,4.12,1,42.31,2,2
6.65,0.81,1,4.42,1,1
2.16,0.05,1,1.2,1,1
22.63,4.43,2,67.35,2,2
27.93,6.72,1,12.65,2,3
36.62,6.38,1,75.82,1,3
7.11,1.56,1,33.58,2,3
13.28,2.86,1,63.0,3,3
14.68,2.68,3,95.66,2,2
2.2,0.27,1,1.1,1,2
143.47,47.9,3,166.5,3,3
17.38,4.3,1,61.4,2,2
71.62,20.39,4,210.67,3,3
88.96,31.22,10,389.12,3,4
21.44,3.39,1,20.1,3,3
10.5,3.08,3,17.03,3,3
66.85,22.21,6,187.51,3,3
32.54,9.66,1,96.61,2,2
138.66,32.35,4,224.78,3,4
58.44,13.21,4,370.81,3,4
38.0,7.13,1,70.79,3,2
1.55,0.12,1,8.32,1,1
6.89,0.67,1,1.08,1,1
52.18,12.57,5,298.64,3,4
6.86,-0.05,1,2.28,2,1
36.02,5.98,1,86.21,2,3
90.66,23.56,5,319.44,3,3
2.78,0.45,1,1.87,1,1
24.79,6.67,1,92.25,2,2
3.88,0.64,1,9.81,1,1
0.91,0.02,1,3.38,1,1
37.01,9.65,1,80.79,2,3
85.2,30.86,8,332.46,3,4
0.8,0.11,1,1.56,2,1
6.5,1.27,1,4.75,1,1
27.31,7.3,3,89.0,2,2
4.18,-0.38,1,9.08,1,1
23.95,5.49,2,25.56,2,3
33.85,9.75,3,63.54,2,3
1.55,0.16,1,5.82,1,2
1.17,-0.1,1,3.26,1,1
87.38,28.45,10,202.39,3,4
2.05,-0.03,1,4.66,1,1
6.08,-0.15,1,2.8,1,1
88.25,28.93,4,290.66,3,3
6.51,0.6,1,7.44,1,1
5.55,-0.32,1,7.58,2,1
19.87,4.55,3,18.84,2,3
6.17,0.55,1,7.46,1,1
1.19,-0.09,1,9.47,1,1
11.82,3.0,2,61.27,2,2
13.57,3.61,1,86.65,2,2
0.57,-0.0,1,5.59,1,1
37.0,10.97,2,70.87,3,2
86.91,25.74,9,103.86,2,3
2.41,0.4,1,6.34,1,1
6.66,1.33,1,7.27,1,1
19.75,4.96,3,32.74,2,2
138.95,39.8,4,135.73,3,4
7.44,1.53,3,49.28,1,2
3.99,0.35,1,6.17,1,1
111.91,24.83,10,289.12,3,3
3.01,0.54,1,1.18,1,1
92.55,32.07,7,362.17,3,4
5.25,1.09,1,8.85,2,1
5.42,0.17,1,1.45,1,1
113.79,39.0,7,207.26,3,3
121.99,33.26,3,453.88,3,4
27.49,6.02,2,91.57,2,3
37.58,8.38,1,26.47,2,3
18.29,3.85,3,27.23,2,2
6.04,-0.18,1,4.65,1,1
4.72,0.46,1,4.48,1,1
32.35,8.09,2,55.15,2,2
1.8,0.01,1,1.88,2,1
0.58,0.07,1,7.03,1,1
148.04,59.08,4,165.24,3,4
2.83,-0.06,1,1.68,2,1
6.9,1.36,1,2.97,1,1
1.42,0.28,1,8.06,2,1
18.41,4.8,3,84.12,3,3
2.28,0.35,1,7.51,1,1
1.4,-0.07,1,5.67,1,1
149.64,31.68,4,226.94,2,4
29.26,6.62,1,17.37,2,2
10.8,3.22,3,64.84,2,2
2.76,-0.27,1,1.01,1,1
9.88,1.91,3,28.3,2,3
10.07,1.9,3,25.16,2,2
3.98,0.99,1,5.71,1,1
27.61,6.37,3,90.66,1,2
24.47,4.5,2,78.55,2,2
38.56,8.33,3,51.48,2,2
5.57,0.49,1,4.26,1,2
8.19,1.56,1,64.35,3,2
29.34,4.85,3,12.87,2,3
39.74,11.27,2,57.73,2,2
4.29,-0.07,1,2.25,1,1
96.35,36.13,5,463.18,3,4
33.76,9.28,1,30.33,2,3
84.61,32.09,6,164.89,2,4
1.94,0.3,1,6.64,2,2
3.91,0.13,1,4.3,1,1
5.09,1.04,1,7.57,1,1
1.92,0.23,1,3.92,1,2
22.78,4.37,2,22.96,2,3
123.38,28.96,9,425.6,3,3
60.02,14.28,4,331.49,2,3
3.25,0.07,1,5.13,1,1
41.71,10.58,9,230.93,3,4
14.34,2.33,3,51.03,1,2
26.21,5.03,1,45.71,1,2
3.5,0.29,1,3.81,1,1
6.66,0.11,1,5.83,1,1
24.01,6.71,1,29.7,1,3
1.44,-0.03,1,3.98,1,1
13.92,3.83,3,93.28,2,3
8.91,2.41,1,91.96,2,3
15.52,4.52,3,15.79,2,3
0.79,0.1,1,2.92,1,1
4.42,-0.35,1,7.35,1,1
23.4,5.25,1,95.9,2,2
127.15,39.47,10,255.58,2,3
23.1,4.65,2,54.56,3,2
20.05,3.06,1,86.28,3,2
5.44,1.07,1,6.03,2,1
2.36,0.17,1,2.31,1,1
26.39,4.08,3,64.41,3,2
158.78,57.31,7,372.5,3,4
8.68,2.14,1,90.73,2,3
37.72,7.91,2,90.92,2,2
20.47,5.01,1,55.95,2,3
1.9,0.12,1,5.49,1,1
1.5,0.32,1,2.9,1,2
3.73,0.57,1,3.6,1,1
22.89,4.7,3,66.52,3,3
18.31,3.54,2,31.46,2,2
3.89,0.27,1,5.06,1,2
6.84,0.16,1,2.73,1,1
5.17,0.39,1,2.39,1,1
3.71,0.28,1,8.08,1,1
5.77,-0.0,1,3.98,1,1
2.6,0.6,1,5.69,1,1
5.69,0.19,1,5.01,1,2
8.27,2.14,1,47.85,2,3
4.46,-0.31,1,2.27,1,1
3.54,0.79,1,3.33,1,1
26.34,5.42,1,39.21,2,3
0.53,-0.05,1,7.79,1,1
27.09,7.27,1,33.01,2,2
6.12,-0.61,1,1.57,1,1
6.33,1.32,1,2.99,2,1
8.62,2.05,2,49.33,3,2
4.58,0.48,1,3.1,1,1
4.45,1.04,1,9.18,1,1
5.19,0.73,1,5.36,1,1
4.29,-0.3,1,4.44,1,1
25.86,5.69,3,61.0,1,3
157.08,34.39,8,176.14,3,3
25.29,7.54,1,34.38,2,2
35.1,7.05,3,69.18,2,2
21.36,4.44,2,91.41,2,2
20.58,4.02,1,55.33,3,2
36.28,10.44,1,78.02,2,3
3.37,0.39,1,3.89,1,1
3.34,0.05,1,2.46,1,1
34.33,10.21,3,49.91,2,2
35.3,8.83,1,73.68,2,2
4.33,0.4,1,4.28,1,1
0.54,-0.0,1,9.19,1,1
4.21,0.88,1,9.23,2,1
30.09,5.6,1,58.91,2,3
1.66,-0.16,1,9.99,1,1
0.74,0.01,1,8.85,1,1
89.6,18.86,7,328.22,3,3
7.11,1.28,1,18.42,2,3
31.4,5.42,3,31.01,1,3
142.46,53.49,6,356.76,2,4
4.56,0.32,1,5.03,1,1
29.78,7.75,1,22.75,2,2
52.21,13.08,10,275.86,3,3
5.92,0.16,1,7.73,1,2
116.22,30.53,10,472.02,3,4
4.47,0.38,1,3.88,2,1
123.17,31.79,3,498.29,3,4
9.53,2.85,3,88.47,2,2
0.74,-0.03,1,1.47,1,1
23.09,5.49,1,17.99,3,2
26.73,4.83,2,44.79,2,3
24.77,6.4,2,90.34,2,2
12.07,2.23,1,26.7,2,3
16.7,4.09,1,75.78,2,3
5.12,-0.16,1,2.97,1,1
128.47,37.82,6,450.8,3,4
9.95,1.59,1,29.54,2,2
1.2,0.24,1,2.87,2,1
5.7,1.26,1,3.62,2,1
56.8,18.01,7,281.07,3,3
6.82,0.18,1,9.71,1,1
3.2,-0.22,1,1.38,1,1
10.77,2.41,1,73.35,2,2
29.18,5.8,3,40.93,2,3
8.08,2.31,3,39.83,2,2
38.13,10.32,3,86.94,2,2
2.42,-0.02,1,2.36,1,1
156.91,38.24,4,376.52,3,4
3.27,0.8,1,8.72,1,1
1.19,0.15,1,6.28,1,2
134.07,31.3,3,475.88,3,3
5.32,-0.19,1,5.67,1,2
92.71,31.35,7,272.78,3,4
150.58,38.31,3,246.99,2,3
1.91,0.32,1,6.52,1,2
6.61,0.36,1,7.77,1,1
48.0,16.07,6,271.38,2,4
10.63,1.67,3,81.05,2,2
17.06,3.66,1,61.87,2,2
2.73,-0.15,1,1.57,1,1
14.83,3.32,3,83.46,1,3
14.52,3.84,1,79.98,2,2
3.98,-0.32,1,5.43,1,1
0.68,-0.05,1,2.71,1,1
31.97,4.94,2,69.48,2,2
3.08,0.39,1,7.13,1,1
26.93,5.78,1,94.75,1,2
33.02,8.4,1,33.04,2,2
9.9,2.12,3,51.23,2,3
34.17,7.84,3,63.67,2,3
3.45,0.07,1,5.26,1,2
101.59,21.99,9,479.61,3,4
38.65,9.02,2,90.73,2,3
9.51,2.28,1,90.06,3,3
100.78,29.62,10,235.49,3,3
5.75,0.65,1,4.53,1,1
154.87,46.96,5,287.87,3,4
4.11,0.91,1,5.34,1,1
20.73,3.54,1,37.27,2,2
0.52,0.12,1,4.11,2,1
21.17,3.96,3,82.24,2,3
6.47,-0.21,1,1.55,1,1
1.4,0.13,1,6.93,1,1
26.32,5.23,2,44.56,2,2
15.96,4.16,3,17.78,2,2
3.97,0.08,1,6.03,1,1
1.85,0.14,1,8.28,1,1
12.56,2.65,2,91.84,3,3
6.67,0.3,1,6.77,1,1
34.03,6.59,2,60.64,2,3
13.14,3.1,1,51.59,2,3
136.53,47.2,4,483.48,2,4
3.98,0.94,1,4.58,1,1
6.55,0.89,1,9.88,1,2
132.09,33.38,6,114.61,2,4
15.77,2.76,1,22.34,2,2
2.51,0.18,1,6.25,1,1
4.48,0.3,1,4.07,1,1
4.48,0.23,1,9.53,1,1
4.63,0.33,1,4.99,1,1
14.37,3.65,1,47.43,1,3
35.67,9.58,1,42.58,2,3
9.14,1.47,2,24.87,1,3
120.07,33.92,6,175.91,2,3
3.61,0.79,1,1.39,1,1
0.83,0.06,1,7.34,1,1
0.65,-0.01,1,1.6,1,1
3.71,-0.36,1,6.19,1,1
2.81,0.54,1,9.28,1,1
51.55,19.55,6,435.04,3,4
38.15,11.18,3,95.74,3,2
1.5,0.25,1,3.49,1,1
6.85,0.67,1,3.34,1,1
21.33,5.89,2,49.25,2,2
0.56,0.04,1,1.86,1,2
1.57,0.36,1,7.27,1,1
29.41,8.81,1,89.43,2,2
1.06,0.16,1,3.48,1,2
19.78,4.43,1,37.66,2,2
80.14,17.57,8,101.73,3,4
6.55,-0.61,1,3.67,2,1
130.31,37.79,7,132.23,3,4
2.22,0.4,1,3.38,1,1
41.16,13.5,4,323.1,2,4
3.79,-0.38,1,4.17,1,1
1.44,0.03,1,8.28,1,1
1.19,0.12,1,5.04,1,2
139.98,42.18,6,107.01,3,4
24.8,4.41,3,39.94,3,2
76.35,22.52,10,384.25,2,4
24.57,6.02,3,27.77,2,3
18.1,3.6,3,87.11,2,2
6.88,1.64,1,9.77,1,2
18.45,3.15,2,98.66,2,2
2.38,0.49,1,2.34,1,1
18.97,4.22,3,96.22,2,2
75.04,26.22,9,352.0,3,4
6.44,1.0,1,2.55,1,1
1.24,-0.02,1,1.74,1,2
2.08,0.1,1,7.63,1,1
3.1,0.45,1,3.88,1,1
3.69,0.82,1,5.19,1,1
20.94,5.2,2,74.37,2,3
6.91,1.69,1,7.17,1,1
116.43,26.45,7,127.08,3,3
39.81,10.62,2,15.76,1,2
6.54,-0.23,1,1.63,1,1
5.65,0.02,1,7.37,2,1
24.44,4.61,1,74.57,2,3
27.71,4.59,1,67.73,3,3
91.73,28.76,8,423.5,3,3
5.9,0.39,1,6.96,1,2
6.93,0.04,1,6.97,1,1
38.98,6.15,2,69.99,2,2
4.71,0.66,1,1.99,1,1
37.76,5.86,1,91.9,3,2
26.55,6.63,2,83.36,2,3
90.45,22.39,5,332.34,3,3
6.96,-0.14,1,9.14,1,1
5.13,-0.45,1,5.36,1,2
32.38,6.91,3,68.98,2,3
4.11,0.84,1,7.0,2,1
94.74,31.47,7,269.99,3,3
3.7,0.26,1,7.44,1,1
142.87,31.04,4,239.32,3,4
7.97,2.14,3,12.97,3,2
5.71,0.83,1,3.87,1,1
0.55,0.05,1,4.88,1,1
0.54,-0.02,1,7.98,1,1
101.47,39.84,5,378.89,3,4
2.06,0.36,1,3.6,1,1
4.31,0.78,1,7.8,1,1
16.98,3.34,2,49.05,3,2
18.09,4.43,2,43.97,2,2
5.93,0.08,1,2.12,1,1
15.46,4.46,3,31.64,1,2
2.85,0.6,1,6.64,1,1
8.6,1.62,3,58.44,2,2
102.79,26.2,7,424.14,3,4
47.85,17.58,7,420.34,3,4
3.32,-0.3,1,6.44,1,2
6.31,0.38,1,2.87,1,1
10.19,2.25,2,76.26,2,2
5.29,-0.19,1,3.3,1,2
2.92,0.5,1,3.1,1,1
8.06,2.09,1,45.7,2,3
2.59,0.24,1,3.38,1,1
4.32,0.79,1,3.02,1,2
32.55,8.42,1,87.24,1,2
4.57,0.91,1,8.9,1,1
78.37,24.85,6,124.09,3,3
31.77,7.0,3,20.9,3,2
23.08,3.82,2,22.54,3,2
1.55,0.07,1,8.63,1,2
22.86,6.53,2,43.82,2,3
148.27,47.09,9,482.26,2,3
20.83,5.61,1,97.93,2,3
2.07,0.16,1,8.56,1,1
2.24,0.4,1,1.01,1,2
2.28,-0.1,1,6.92,1,1
21.6,5.2,1,29.92,2,3
34.32,6.76,1,66.34,2,3
3.55,-0.33,1,3.05,1,1
1.48,0.27,1,9.13,1,1
10.22,1.66,2,90.11,2,3
11.98,3.37,1,29.93,2,2
6.14,1.09,1,1.26,2,1
4.36,0.23,1,2.77,1,1
32.76,6.97,3,75.86,2,2
17.31,3.1,2,58.64,2,2
6.13,0.28,1,9.62,1,1
15.54,2.5,3,85.21,2,2
19.47,5.76,1,86.23,3,2
38.98,7.52,1,44.84,2,2
4.77,1.11,1,2.92,1,1
27.77,8.0,3,86.16,3,3
105.65,27.53,5,101.07,3,3
13.9,4.01,1,10.59,2,2
22.68,4.29,1,81.46,2,3
1.71,0.09,1,9.85,1,1
5.95,0.44,1,5.89,1,1
33.07,5.45,3,90.3,2,3
3.98,0.49,1,5.71,1,1
4.8,0.7,1,5.15,1,1
22.51,6.71,1,24.66,2,3
3.86,0.8,1,9.84,1,1
6.31,0.46,1,1.95,1,1
126.02,45.08,3,465.87,2,3
65.01,18.17,10,481.96,2,3
5.62,-0.22,1,5.58,1,1
27.74,4.56,3,64.45,2,3
0.83,-0.05,1,6.69,1,1
1.06,0.12,1,9.44,1,1
120.7,37.35,9,362.61,3,4
6.18,0.31,1,9.06,1,1
1.82,0.43,1,4.94,1,2
3.98,0.08,1,6.87,2,2
17.39,3.67,2,12.28,2,2
3.32,0.34,1,1.35,1,1
8.94,1.71,2,44.71,2,2
4.22,0.3,1,1.26,1,1
32.09,7.92,3,60.47,1,2
4.76,-0.26,1,1.31,1,2
0.62,0.15,1,9.54,1,1
27.4,7.17,2,82.68,2,3
7.81,2.33,1,64.94,3,2
2.57,-0.19,1,4.76,1,1
5.81,1.23,1,9.96,1,1
38.27,8.43,1,10.94,2,2
8.55,2.17,2,87.49,2,2
100.77,35.62,8,380.51,3,3
37.49,8.38,3,75.98,2,2
19.51,5.61,2,35.77,1,3
6.89,0.41,1,4.63,1,1
115.08,38.18,3,130.47,3,4
1.02,0.03,1,8.1,1,1
5.27,-0.05,1,2.34,2,1
2.16,0.08,1,7.28,1,1
33.26,7.59,3,59.79,2,3
26.73,5.48,1,35.39,2,3
82.88,18.7,10,121.12,3,4
12.79,3.77,3,83.79,2,3
26.19,4.07,1,72.58,2,3
0.71,0.05,1,8.95,1,2
81.14,28.74,10,318.34,3,3
4.34,0.17,1,1.07,1,2
33.0,9.28,1,79.37,2,2
11.27,1.8,1,13.32,1,3
18.41,3.34,1,49.36,2,3
104.87,22.43,3,422.75,3,4
157.47,37.91,7,336.66,3,4
3.05,-0.2,1,8.66,1,1
3.7,0.11,1,5.97,1,1
1.43,0.27,1,1.19,1,1
3.77,0.07,1,3.13,1,1
14.16,3.62,3,74.17,2,3
0.98,0.22,1,8.95,1,1
159.26,43.41,5,150.57,2,3
6.96,0.62,1,7.48,1,2
4.26,1.0,1,6.86,1,1
2.94,-0.29,1,6.94,1,1
3.62,-0.16,1,8.53,1,1
11.89,2.57,2,18.56,2,3
10.07,2.83,2,76.07,2,3
101.33,31.96,4,130.53,3,3
7.42,1.64,2,71.6,2,2
33.42,9.75,1,33.49,3,3
7.61,1.73,1,31.92,2,3
49.97,12.01,6,201.19,3,4
5.77,0.83,1,2.65,1,1
61.7,16.77,6,252.8,2,3
14.48,3.23,1,79.03,2,2
3.3,0.46,1,4.77,1,2
0.59,-0.06,1,7.44,1,2
106.68,37.83,3,449.98,3,3
21.8,5.18,2,43.12,2,2
3.78,0.43,1,7.64,2,2
2.83,-0.1,1,8.35,1,2
13.15,2.59,3,92.38,3,2
0.99,0.06,1,2.49,1,1
3.62,0.48,1,2.17,1,1
39.78,7.53,1,88.09,1,2
156.17,32.9,5,282.92,3,4
4.61,0.54,1,3.95,1,2
103.76,29.1,6,348.72,3,3
4.61,-0.32,1,3.58,1,1
4.44,0.81,1,2.65,1,1
3.99,0.59,1,8.76,1,1
2.91,0.43,1,8.26,1,1
142.68,36.06,7,174.16,3,3
159.22,48.58,3,137.58,2,4
67.37,22.65,8,282.1,2,3
2.42,-0.06,1,8.74,1,1
0.91,0.04,1,7.67,1,2
78.82,22.18,6,104.74,2,3
1.71,-0.05,1,1.14,1,1
11.98,3.38,1,63.13,2,3
30.92,6.88,3,61.04,2,2
9.38,2.6,3,63.27,3,2
6.2,0.34,1,1.97,1,1
30.01,7.49,3,40.26,2,3
19.96,3.73,1,79.64,2,2
31.9,8.82,3,40.47,3,2
31.29,6.95,2,82.32,2,3
1.05,0.13,1,7.73,1,1
29.63,4.53,1,24.45,2,3
116.46,32.56,7,464.56,2,4
10.9,2.03,3,41.36,2,2
39.33,11.02,1,91.3,1,2
5.96,0.66,1,2.06,1,1
30.87,8.81,1,68.71,3,3
36.36,10.37,2,66.94,3,3
7.31,1.12,3,95.6,2,2
4.81,0.8,1,2.22,1,1
36.56,6.49,3,43.74,2,3
4.4,0.94,1,7.88,1,2
18.21,5.3,2,95.68,2,2
27.09,4.45,3,44.67,2,2
6.0,1.49,1,9.26,1,1
71.08,14.22,5,347.78,2,3
27.99,6.07,2,70.38,2,2
72.85,24.55,3,125.29,3,4
146.61,53.46,8,317.74,3,4
39.77,11.77,3,90.79,2,2
4.38,1.05,1,5.92,1,1
94.99,25.85,7,237.96,3,3
4.67,-0.22,1,6.92,1,1
5.27,-0.34,1,3.72,1,1
135.85,50.89,9,450.06,3,3
45.48,14.91,10,285.46,3,3
5.64,0.23,1,4.23,1,2
3.77,0.79,1,9.14,1,1
5.65,1.41,1,8.79,1,1
1.23,0.14,1,9.97,1,1
6.22,0.86,1,1.27,1,1
22.03,4.03,3,44.47,2,2
151.87,52.38,5,250.08,3,3
34.9,9.54,2,65.62,2,2
